ID,Year,Week_Number,Date,Rental_Company,Equipment_Type,Equipment_Number,Equipment_Description,Date_Rental_Started,Projected_End_Date,PO_Number,Service_Now_Request_Number,Monthly_Rate ($),Comments
"8","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2086","1 TON CC  4X4","4/16/2025 12:00:00 AM","10/15/2025 12:00:00 AM","B982487","392359","949.85",""
"9","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2205","1 TON CC  4X4","9/22/2024 12:00:00 AM","9/21/2025 12:00:00 AM","B954533","380674","830.50",""
"10","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2257","1/2 TON REG CAB","11/28/2024 12:00:00 AM","11/27/2025 12:00:00 AM","B961153","386912","584.10",""
"11","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2262","1 TON CC  4X4","6/3/2024 12:00:00 AM","6/2/2025 12:00:00 AM","B936055","341952","712.80",""
"12","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2343","1 TON CC  4X4","3/22/2025 12:00:00 AM","3/21/2026 12:00:00 AM","B977383","391459","913.55",""
"13","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2410","1/2 TON CC 4X4","8/21/2024 12:00:00 AM","8/20/2025 12:00:00 AM","B949906","370041","830.50",""
"14","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Stake Bed Truck","2414","12ft STAKEBED","5/10/2025 12:00:00 AM","5/9/2026 12:00:00 AM","B977871","NOT ON PO","1046.65",""
"15","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2494","1/2 TON CC 4X4","11/17/2024 12:00:00 AM","11/16/2025 12:00:00 AM","B965333","388264","830.50",""
"16","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2554","1 TON CC  4X4","9/1/2024 12:00:00 AM","8/31/2025 12:00:00 AM","B947940","369506","712.80",""
"17","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Stake Bed Truck","2636","22ft STAKEBED","2/8/2025 12:00:00 AM","2/7/2026 12:00:00 AM","B974783","390973","1650.00",""
"18","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2637","3/4 TON CC 4X4","5/10/2024 12:00:00 AM","5/9/2025 12:00:00 AM","B939520","350861","830.50",""
"19","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2664","1/2 TON REG CAB","2/5/2025 12:00:00 AM","2/4/2026 12:00:00 AM","B974782","390957","642.51",""
"20","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2707","3/4 TON 4X2","9/8/2024 12:00:00 AM","9/7/2025 12:00:00 AM","B954535","380677","687.50",""
"21","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2742","1/2 TON REG CAB","7/18/2024 12:00:00 AM","7/17/2025 12:00:00 AM","B949907","373272","584.10",""
"22","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Stake Bed Truck","2753","9ft STAKEBED","5/7/2024 12:00:00 AM","5/6/2025 12:00:00 AM","B934677","431380","951.50",""
"23","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Stake Bed Truck","2796","12ft STAKEBED","2/10/2025 12:00:00 AM","2/9/2026 12:00:00 AM","B974781","390956","1046.65",""
"24","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Stake Bed Truck","2822","12ft STAKEBED","7/23/2024 12:00:00 AM","7/22/2025 12:00:00 AM","B943508","355971","1012.00",""
"25","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2862","F250 P/U","6/12/2024 12:00:00 AM","6/11/2025 12:00:00 AM","B938538","345922","584.10",""
"26","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2863","F250 CC","12/13/2024 12:00:00 AM","12/12/2025 12:00:00 AM","B976439","391316","913.55",""
"27","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2873","1/2 TON CC 4X4","1/21/2025 12:00:00 AM","1/20/2026 12:00:00 AM","B972423","390545","913.55",""
"28","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2883","F250 4X4","2/24/2025 12:00:00 AM","2/23/2026 12:00:00 AM","B976440","391189","949.85",""
"29","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2901","1500","11/2/2024 12:00:00 AM","11/1/2025 12:00:00 AM","B958825","385910","584.10",""
"30","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2903","1/2 TON REG CAB","5/23/2025 12:00:00 AM","11/22/2025 12:00:00 AM","B986027","23504","642.51",""
"31","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2922","CC PICK UP","5/2/2024 12:00:00 AM","5/1/2025 12:00:00 AM","B939521","350869","712.80",""
"32","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2926","GMC 1500","6/12/2024 12:00:00 AM","6/11/2025 12:00:00 AM","B945681","365352","584.10",""
"33","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Van","2973","15 PASSENGER VAN","7/28/2024 12:00:00 AM","7/27/2025 12:00:00 AM","B944868","362149","770.00",""
"34","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2978","F150","4/13/2025 12:00:00 AM","10/12/2025 12:00:00 AM","B982486","392330","913.55",""
"35","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2979","F150 4X4","8/8/2024 12:00:00 AM","8/4/2025 12:00:00 AM","B947502","368581","830.50",""
"36","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2986","F150 CC","1/24/2025 12:00:00 AM","1/23/2026 12:00:00 AM","B976121","391229","913.55",""
"37","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2988","F150 CC","11/9/2024 12:00:00 AM","11/8/2025 12:00:00 AM","B958824","385892","712.80",""
"38","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Van","2996","CARGO VAN","8/1/2024 12:00:00 AM","7/31/2025 12:00:00 AM","B945459","362458","712.80",""
"39","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3005","F150 ","7/8/2024 12:00:00 AM","7/7/2025 12:00:00 AM","B943032","365549","584.10",""
"40","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Van","3033","CARGO VAN","2/22/2025 12:00:00 AM","8/21/2025 12:00:00 AM","B976059","391077","784.08",""
"41","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3063","CC 2500","5/16/2024 12:00:00 AM","5/15/2025 12:00:00 AM","B935528","3040553","830.50",""
"42","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3064","1500 CC","1/25/2025 12:00:00 AM","1/24/2026 12:00:00 AM","B974641","390927","949.85",""
"43","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3065","F150CC","2/23/2024 12:00:00 AM","1/22/2026 12:00:00 AM","B922639","390960","830.50",""
"44","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3078","1/2 TON REG CAB","5/24/2025 12:00:00 AM","11/23/2025 12:00:00 AM","B985873","23355","642.51",""
"45","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3080","1500","7/10/2024 12:00:00 AM","7/9/2025 12:00:00 AM","B952046","378886","584.10",""
"46","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3081","1500","8/10/2024 12:00:00 AM","8/9/2025 12:00:00 AM","B948371","369570","584.10",""
"47","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3084","1500","8/10/2024 12:00:00 AM","8/9/2025 12:00:00 AM","B951249","369525","584.10",""
"48","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3085","1500","8/5/2024 12:00:00 AM","8/4/2025 12:00:00 AM","B950462","373750","584.10",""
"49","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3087","1500","8/16/2024 12:00:00 AM","8/15/2025 12:00:00 AM","B947499","368547","698.50",""
"50","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3092","1500","8/16/2024 12:00:00 AM","8/15/2025 12:00:00 AM","B948372","369528","830.50",""
"51","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3094","1500","8/16/2024 12:00:00 AM","2/15/2026 12:00:00 AM","B960603","386650","698.50",""
"52","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3095","1500","9/29/2024 12:00:00 AM","9/28/2025 12:00:00 AM","B951732","377651","830.50",""
"53","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3097","1500","6/12/2024 12:00:00 AM","6/11/2025 12:00:00 AM","B937912","345925","770.00",""
"54","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3098","1500","9/28/2024 12:00:00 AM","9/28/2025 12:00:00 AM","B953682","382125","584.10",""
"55","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3103","1500","3/5/2024 12:00:00 AM","3/4/2025 12:00:00 AM","B931860","431556","584.10",""
"56","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3105","1500","10/14/2024 12:00:00 AM","10/13/2025 12:00:00 AM","B971718","390466","768.35",""
"57","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3107","1500 CC 4X4","4/19/2025 12:00:00 AM","10/18/2025 12:00:00 AM","B983225","RITM0021818","913.55",""
"58","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3109","1/2 TON CC 4X4","5/24/2025 12:00:00 AM","11/23/2025 12:00:00 AM","B986029","23103","913.55",""
"59","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3115","1500","9/26/2024 12:00:00 AM","9/25/2025 12:00:00 AM","B954781","382298","830.50",""
"60","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3120","1500 CC","9/27/2024 12:00:00 AM","9/26/2025 12:00:00 AM","B960178","386601","830.50",""
"61","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3127","1500","11/12/2024 12:00:00 AM","11/11/2025 12:00:00 AM","B957834","385310","584.10",""
"62","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3129","1500","12/13/2024 12:00:00 AM","12/12/2025 12:00:00 AM","B966982","389017","712.80",""
"63","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3130","1/2 TON REG CAB","5/24/2025 12:00:00 AM","11/23/2025 12:00:00 AM","B985657","RITM0023356","642.51",""
"64","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3131","1500","10/19/2024 12:00:00 AM","10/18/2025 12:00:00 AM","B957833","384708","584.10",""
"65","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3132","1500","8/21/2024 12:00:00 AM","8/20/2025 12:00:00 AM","B950633","369523","584.10",""
"66","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3135","1500","8/4/2024 12:00:00 AM","8/3/2025 12:00:00 AM","B950461","373754","584.10",""
"67","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3136","1500","7/28/2024 12:00:00 AM","7/27/2025 12:00:00 AM","B945106","363763","584.10",""
"68","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3138","1500","8/5/2024 12:00:00 AM","8/4/2025 12:00:00 AM","B951289","376459","584.10",""
"69","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3140","1500 CC","10/19/2024 12:00:00 AM","10/18/2025 12:00:00 AM","B957847","384675","830.50",""
"70","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3142","1500 CC","6/21/2024 12:00:00 AM","6/20/2025 12:00:00 AM","B944866","362455","830.50",""
"71","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3147","1500 CC","2/26/2024 12:00:00 AM","8/25/2025 12:00:00 AM","B922341","431405","830.50",""
"72","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3149","1500","12/13/2024 12:00:00 AM","12/12/2025 12:00:00 AM","B965461","388713","830.50",""
"73","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3153","1500","7/21/2024 12:00:00 AM","7/20/2025 12:00:00 AM","B944865","362360","712.80",""
"74","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3154","2500","12/15/2024 12:00:00 AM","12/14/2025 12:00:00 AM","B966264","388859","830.50",""
"75","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3163","2500 CC","2/11/2025 12:00:00 AM","2/10/2026 12:00:00 AM","B976118","390984","913.55",""
"76","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3166","1500 CC","3/11/2025 12:00:00 AM","3/10/2026 12:00:00 AM","B977689","391485","913.55",""
"77","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3168","COLORADO CC","3/11/2024 12:00:00 AM","3/10/2025 12:00:00 AM","B932143","431563","830.50",""
"78","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3169","F150 CC","2/28/2025 12:00:00 AM","2/27/2026 12:00:00 AM","B975557","391043","913.55",""
"79","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3170","1500 CC","5/13/2024 12:00:00 AM","5/12/2025 12:00:00 AM","B948373","371844","712.80",""
"80","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3171","1500 4X4","2/9/2025 12:00:00 AM","2/8/2026 12:00:00 AM","B976119","390989","913.55",""
"81","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3178","1500 CC 4X4","10/4/2024 12:00:00 AM","10/3/2025 12:00:00 AM","B958489","384673","863.50",""
"82","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3186","1500 CC 4X4","2/12/2025 12:00:00 AM","2/11/2026 12:00:00 AM","B975558","391235","913.55",""
"83","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3195","1500 CC 4X4","5/31/2024 12:00:00 AM","5/30/2025 12:00:00 AM","B934716","337458","830.50",""
"84","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3196","1500","6/2/2024 12:00:00 AM","6/1/2025 12:00:00 AM","B938720","348829","584.10",""
"85","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3198","1/2 TON CC 4X4","4/30/2025 12:00:00 AM","10/30/2025 12:00:00 AM","B985872","23199","913.55",""
"86","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3200","1500 CC 4X4","6/7/2024 12:00:00 AM","6/6/2025 12:00:00 AM","B939769","351208","830.50",""
"87","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3203","1500","6/17/2024 12:00:00 AM","6/16/2025 12:00:00 AM","B936058","341954","584.10",""
"88","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3208","1500 CC 4X4","12/22/2024 12:00:00 AM","12/21/2025 12:00:00 AM","B965332","388749","830.50",""
"89","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3213","1500 CC 4X4","12/21/2024 12:00:00 AM","12/20/2025 12:00:00 AM","B972454","390427","913.55",""
"90","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3218","2500 4X4","7/6/2024 12:00:00 AM","7/5/2025 12:00:00 AM","B947501","368603","584.10",""
"91","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3221","1500 4X4","7/15/2024 12:00:00 AM","7/14/2025 12:00:00 AM","B944867","362104","830.50",""
"92","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3233","1500 CC 4X4","3/20/2024 12:00:00 AM","3/19/2025 12:00:00 AM","B940196","351246","698.50",""
"93","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3266","2500 4X4","8/20/2024 12:00:00 AM","8/19/2025 12:00:00 AM","B949648","373481","584.10",""
"94","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Stake Bed Truck","3268","13ft STAKEBED","7/11/2024 12:00:00 AM","7/10/2025 12:00:00 AM","B947979","369459","880.00",""
"95","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3271","1500 CC 4X4","9/18/2024 12:00:00 AM","9/17/2025 12:00:00 AM","B954783","382658","830.50",""
"96","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3275","1500 CC","7/18/2024 12:00:00 AM","7/17/2025 12:00:00 AM","B945107","363268","830.50",""
"97","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3276","2500 CC 4X4","10/24/2024 12:00:00 AM","10/23/2025 12:00:00 AM","B958490","384513","863.50",""
"98","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3278","150 CC 4X4","2/15/2025 12:00:00 AM","2/14/2026 12:00:00 AM","B976120","391264","913.55",""
"99","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3284","CC 4X4","2/22/2025 12:00:00 AM","2/21/2026 12:00:00 AM","B976122","390988","949.85",""
"100","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3307","CC 4X4","6/5/2024 12:00:00 AM","6/4/2025 12:00:00 AM","B936970","341728","830.50",""
"101","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Van","3312","CARGO VAN","7/6/2024 12:00:00 AM","7/5/2025 12:00:00 AM","B944857","362453","712.80",""
"102","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Van","3314","CARGO VAN","9/5/2024 12:00:00 AM","9/4/2025 12:00:00 AM","B960580","386854","712.80",""
"103","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Stake Bed Truck","3318","12ft STAKEBED","5/8/2025 12:00:00 AM","5/7/2026 12:00:00 AM","B989191","24034","1046.65",""
"104","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3338","1500 CC 4X4","6/21/2023 12:00:00 AM","6/20/2025 12:00:00 AM","B936060","341731","830.50",""
"105","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3339","1500 CC 4X4","5/25/2024 12:00:00 AM","5/24/2025 12:00:00 AM","B947500","368497","712.80",""
"106","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Van","3340","CARGO VAN","2/6/2025 12:00:00 AM","2/5/2025 12:00:00 AM","B976060","391167","784.08",""
"107","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3342","1500 PICK UP","6/12/2024 12:00:00 AM","6/11/2025 12:00:00 AM","B936059","341734","584.10",""
"108","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3343","F150 P/U","3/12/2024 12:00:00 AM","3/11/2025 12:00:00 AM","B940195","351250","584.10",""
"109","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3344","1/2 TON REG CAB","5/31/2025 12:00:00 AM","11/30/2025 12:00:00 AM","B989158","24035","642.51",""
"110","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3350","1500 P/U","6/12/2024 12:00:00 AM","6/11/2025 12:00:00 AM","B941851","352824","584.10",""
"111","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3354","1/2 TON CC 4X4","3/18/2025 12:00:00 AM","9/17/2025 12:00:00 AM","B980408","3920181","913.55",""
"112","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3356","1500 CC 4X4","1/8/2025 12:00:00 AM","1/7/2026 12:00:00 AM","B968554","389582","913.55",""
"113","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3364","1500 PICK UP","8/21/2024 12:00:00 AM","8/20/2025 12:00:00 AM","B949919","373078","584.10",""
"114","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Stake Bed Truck","3374","9ft STAKEBED","4/1/2024 12:00:00 AM","3/31/2025 12:00:00 AM","B928883","431275","951.50",""
"115","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Stake Bed Truck","3379","9ft STAKEBED","12/21/2024 12:00:00 AM","12/20/2025 12:00:00 AM","B965736","388649","1012.00",""
"116","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3380","1500 CC 4X4","9/1/2024 12:00:00 AM","8/31/2025 12:00:00 AM","B948374","369579","830.50",""
"117","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Stake Bed Truck","3393","13ft STAKEBED","8/18/2024 12:00:00 AM","8/17/2025 12:00:00 AM","B947808","368571","1012.00",""
"118","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Stake Bed Truck","3405","13ft STAKEBED","12/21/2024 12:00:00 AM","12/20/2025 12:00:00 AM","B967796","388949","1012.00",""
"119","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3406","1500 P/U","2/7/2025 12:00:00 AM","2/6/2026 12:00:00 AM","B974455","390971","949.85",""
"120","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3407","1500 P/U","11/7/2024 12:00:00 AM","12/6/2025 12:00:00 AM","B963336"," PENDING","584.10",""
"121","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3416","1500 CC 4X4","9/15/2024 12:00:00 AM","9/14/2025 12:00:00 AM","B951733","377538","830.50",""
"122","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3417","3500 CC","9/13/2024 12:00:00 AM","9/12/2025 12:00:00 AM","B953432","382657","863.50",""
"123","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3419","1500 CC","6/20/2024 12:00:00 AM","6/19/2025 12:00:00 AM","B941303","352207","830.50",""
"124","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3434","2500 CC","11/3/2024 12:00:00 AM","11/2/2025 12:00:00 AM","B972455","390579","949.85",""
"125","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3435","1500 CC","11/2/2024 12:00:00 AM","11/1/2025 12:00:00 AM","B958826","386021","863.50",""
"126","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3441","1500 CC 4X4","6/27/2024 12:00:00 AM","6/26/2025 12:00:00 AM","B936969","341662","830.50",""
"127","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3442","1500 CC","12/5/2024 12:00:00 AM","12/4/2025 12:00:00 AM","B970859","389709","784.08",""
"128","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3443","1/2 TON CC 4X4","4/25/2025 12:00:00 AM","10/24/2025 12:00:00 AM","B986030","23507","913.55",""
"129","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3444","1500 CC","10/20/2024 12:00:00 AM","10/19/2025 12:00:00 AM","B957848","384859","830.50",""
"130","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Van","3447","CARGO VAN","11/15/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B959421","386182","712.80",""
"131","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3454","1500 CC","1/15/2025 12:00:00 AM","1/14/2026 12:00:00 AM","B971426","390412","913.55",""
"132","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3455","1500 CC","2/18/2025 12:00:00 AM","2/17/2026 12:00:00 AM","B976441","391410","913.55",""
"133","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3457","1500 CC","1/5/2025 12:00:00 AM","1/4/2026 12:00:00 AM","B971427","390429","913.55",""
"134","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3461","1500 CC ","1/31/2025 12:00:00 AM","1/30/2026 12:00:00 AM","B971428","390431","913.55",""
"135","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3473","2500 CC 4X4","12/9/2024 12:00:00 AM","12/8/2025 12:00:00 AM","B965451","387939","863.50",""
"136","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3475","2500 CC","3/25/2025 12:00:00 AM","3/22/2026 12:00:00 AM","B974784","390961","768.35",""
"137","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3478","2500 CC 4X4","3/21/2025 12:00:00 AM","9/20/2025 12:00:00 AM","B981326","391436","949.85",""
"138","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3481","2500 CC 4X4","3/21/2025 12:00:00 AM","9/20/2025 12:00:00 AM","B981327","391436","949.85",""
"139","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3483","2500 CC 4X4","3/21/2025 12:00:00 AM","9/20/2025 12:00:00 AM","B981326","391436","949.85",""
"140","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3493","1500 REG CAB","4/8/2025 12:00:00 AM","10/7/2025 12:00:00 AM","B984453","22498","642.51",""
"141","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3494","1500 PICK UP","11/25/2024 12:00:00 AM","5/24/2025 12:00:00 AM","B963817","388243","584.10",""
"142","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3496","F150 CC 4X4","6/3/2024 12:00:00 AM","6/2/2025 12:00:00 AM","B936510","343560","830.50",""
"143","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3505","F150 CC 4X4","5/21/2024 12:00:00 AM","5/20/2025 12:00:00 AM","B936482","336587","830.50",""
"144","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3531","1500 CC 4X4","4/23/2025 12:00:00 AM","10/22/2025 12:00:00 AM","B982489","392327","913.55",""
"145","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3534","1500 CC 4X4","12/28/2024 12:00:00 AM","12/27/2025 12:00:00 AM","B965055","388108","830.50",""
"146","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Van","3535","TRANSIT CARGO VAN","1/6/2025 12:00:00 AM","1/5/2026 12:00:00 AM","B972424","390600","784.08",""
"147","2025","24","6/13/2025 12:00:00 AM","Allard Rental Corporation","Van","3539","TRANSIT CARGO VAN","12/11/2024 12:00:00 AM","12/10/2025 12:00:00 AM","B965873","387857","712.80",""
